Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
35786328,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35786333,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35786338,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
35786344,18FEDA17,true,Rx,0,8,30,33,2E,31,38,2E,32,33,
35786349,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
35787060,18FF3117,true,Rx,0,8,05,00,00,00,00,00,B4,80,
35787611,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
35788169,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
35788730,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
35789276,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
35789837,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
35790383,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
35790940,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35791488,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
35792040,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
35796800,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35799934,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35802274,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35805093,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35805099,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35805444,18FF3117,true,Rx,0,8,05,00,00,00,00,00,B4,80,
35809899,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35815366,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35820892,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35822383,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35826582,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35826587,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35826593,18FF3117,true,Rx,0,8,05,00,00,00,00,00,AE,80,
35830217,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35830568,18FF50FB,true,Rx,0,8,58,00,00,00,00,00,00,01,
35833086,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
35833639,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
35834203,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
35834796,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
35836055,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35841074,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35842388,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35846157,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35846170,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35846176,18FF3117,true,Rx,0,8,05,00,00,00,00,00,AE,80,
35850062,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35855669,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35861073,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35862407,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35862954,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35866158,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35866164,18FF3117,true,Rx,0,8,05,00,00,00,00,00,AE,80,
35872342,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35875204,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35879865,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35882201,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35883010,18FDA521,true,Rx,0,4,FF,FF,FF,FF,00,00,00,00,
35888187,18FF3321,true,Rx,0,8,AB,17,88,13,00,00,00,00,
35888192,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35888198,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35888203,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
35888209,18FF3117,true,Rx,0,8,05,00,00,00,00,00,AE,80,
35888215,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
35888221,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
35888226,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
35888232,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
35888647,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
35889240,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
35889893,18FF4090,true,Rx,0,8,00,00,00,00,00,00,00,00,
35890445,18FF4190,true,Rx,0,8,00,00,00,00,00,00,00,00,
35890991,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35891545,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
35892101,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
35892653,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
35896945,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35900046,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35902139,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35902959,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35906464,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35906469,18FF3117,true,Rx,0,8,05,00,00,00,00,00,B4,80,
35910122,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35915291,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35920981,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35922299,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35923113,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35926205,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35926210,18FF3117,true,Rx,0,8,15,00,00,00,00,00,B4,80,
35929971,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35932928,18EAEE21,true,Rx,0,3,6B,FE,00,00,00,00,00,00,
35933481,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
35934039,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
35934586,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
35935140,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
35936204,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35940874,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35942191,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35942999,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35943553,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35946774,18FF3117,true,Rx,0,8,15,00,00,00,00,00,B4,80,
35950157,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35955326,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35960986,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35962299,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35963117,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35963669,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35966545,18FF56FB,true,Rx,0,8,00,00,00,00,00,00,00,00,
35966551,18FF3117,true,Rx,0,8,15,00,00,00,00,00,B4,80,
35972458,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35975244,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
35979908,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35982247,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
35983057,18D0FF17,true,Rx,0,8,FA,00,00,00,00,00,00,00,
35983607,18FDA521,true,Rx,0,4,FF,FF,FF,FF,00,00,00,00,
35989082,18FF3321,true,Rx,0,8,AB,17,88,13,00,00,00,00,
35989088,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
35989093,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
35989135,18FF3117,true,Rx,0,8,15,00,00,00,00,00,B4,80,
35989140,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
35989146,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
35989151,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
35989157,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
35989162,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
35989167,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
35989845,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
35990444,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
35991020,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
35991568,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
35992124,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
35992683,1CDEEE17,true,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,
35998361,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36000196,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36002274,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36003101,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36003653,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36007175,18FF3117,true,Rx,0,8,15,00,00,00,00,00,AE,80,
36010289,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36015438,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36021042,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36022114,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36023173,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36023737,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36027085,18FF3117,true,Rx,0,8,11,00,00,00,00,00,AE,80,
36029987,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36033035,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
36033590,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
36034149,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
36034706,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
36035768,18FF50FB,true,Rx,0,8,58,00,00,00,00,00,00,01,
36036314,0CF02300,true,Rx,0,8,00,00,F0,FF,FF,01,FF,FF,
36036878,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36037432,18FCBD00,true,Rx,0,8,1A,0B,00,00,00,00,00,00,
36039001,18FD7B00,true,Rx,0,8,FA,07,7F,F2,0A,00,00,00,
36039555,18FD7C00,true,Rx,0,8,FF,80,F3,FD,C3,CF,03,FC,
36041137,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36042198,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36042998,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36043548,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36047022,18FF3117,true,Rx,0,8,01,00,00,00,00,00,AE,80,
36049949,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36052286,18ECFFEE,true,Rx,0,8,20,14,00,03,FF,6B,FE,00,
36053924,18FF0C00,true,Rx,0,8,00,00,0C,FF,FF,FF,FF,00,
36055589,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36060462,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36062301,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36063113,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36063664,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36068044,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36072378,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36075312,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36079799,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36082177,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36083013,18FDA521,true,Rx,0,4,FF,FF,FF,FF,00,00,00,00,
36083557,18FF3321,true,Rx,0,8,AA,17,88,13,00,00,00,00,
36084221,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36087311,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36087316,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
36087321,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36087327,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
36087332,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
36087678,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
36088228,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
36088820,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
36089474,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
36089825,18FF4090,true,Rx,0,8,00,00,00,00,00,00,00,00,
36090494,18FF4190,true,Rx,0,8,00,00,00,00,00,00,00,00,
36091152,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36091821,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
36092129,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
36093001,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
36096985,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36100178,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36102270,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36103120,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36103677,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36107983,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36109972,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36115185,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36120939,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36122094,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36123197,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36123751,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36127640,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36130122,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36133046,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
36133609,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
36134186,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
36134760,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
36136120,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36141061,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36142211,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36143089,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36143698,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36147868,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36149960,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36152259,18EBFFEE,true,Rx,0,8,01,3F,3F,3F,3F,3F,3F,3F,
36155276,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36161138,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36162282,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36163149,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36163757,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36168063,18FF3117,true,Rx,0,8,01,00,00,00,00,00,B4,80,
36172277,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36175317,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36179837,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36182092,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36182969,18FDA521,true,Rx,0,4,FF,FF,FF,FF,00,00,00,00,
36183560,18FF3321,true,Rx,0,8,AA,17,88,13,00,00,00,00,
36184142,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36184770,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36188408,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
36188414,18FF3117,true,Rx,0,8,11,00,00,00,00,00,AE,80,
36188420,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
36188426,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
36188431,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
36188436,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
36188825,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
36189386,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
36189945,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
36190495,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
36191085,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
36191699,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36196802,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36200128,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36202104,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36202959,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36203542,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
36209634,18FF3117,true,Rx,0,8,11,00,00,00,00,00,AE,80,
36210056,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36215353,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
36220897,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
36222294,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
36223189,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
36223779,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599156,18FF3117,true,Rx,0,8,11,00,00,00,00,00,B4,80,
37599161,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599166,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
37599172,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
37599177,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
37599182,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
37599188,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599193,18FF50FB,true,Rx,0,8,58,00,00,00,00,00,00,01,
37599198,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599203,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37599209,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
37599214,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599219,18FF3117,true,Rx,0,8,11,00,00,00,00,00,B4,80,
37599225,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599230,18EBFFEE,true,Rx,0,8,02,3F,3F,3F,3F,3F,3F,3F,
37599235,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599241,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599246,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37599251,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
37599256,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599262,18FF3117,true,Rx,0,8,11,00,00,00,00,00,B4,80,
37599267,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599272,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599278,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599283,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37599288,18FDA521,true,Rx,0,4,FF,FF,FF,FF,00,00,00,00,
37599293,18FF3321,true,Rx,0,8,AA,17,88,13,00,00,00,00,
37599299,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
37599304,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599309,18FF3821,true,Rx,0,8,FF,FF,FF,FF,F3,04,FF,FC,
37599315,18FF3117,true,Rx,0,8,14,00,00,00,00,00,AE,80,
37599320,18FF3921,true,Rx,0,8,38,5E,9E,66,4E,20,20,20,
37599325,18FFC017,true,Rx,0,8,00,FD,FF,FF,FF,FF,FF,FF,
37599330,18FF3A21,true,Rx,0,8,16,7C,09,00,38,15,00,00,
37599336,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
37599341,18FF3C21,true,Rx,0,8,FF,FF,38,00,00,C0,01,00,
37599346,18FF3D21,true,Rx,0,8,05,00,00,E0,FF,FF,FF,FF,
37599352,18FF4090,true,Rx,0,8,00,00,00,00,00,00,00,00,
37599357,18FF4190,true,Rx,0,8,00,00,00,00,00,00,00,00,
37599362,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
37599368,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599373,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
37599378,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
37599384,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599390,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599395,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37599413,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
37599419,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599424,18FF3117,true,Rx,0,8,04,00,00,00,00,00,B4,80,
37599429,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599435,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599440,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599445,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37599451,18FF3521,true,Rx,0,8,00,11,00,01,00,10,FF,00,
37599456,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37599461,18FF3117,true,Rx,0,8,04,00,00,00,00,00,AE,80,
37599466,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37599473,18FEC1EE,true,Rx,0,8,C4,B1,BD,00,64,A8,01,00,
37599478,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
37599483,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
37599488,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
37599494,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
37599499,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37599504,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37608388,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37608414,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37608419,18FF3521,true,Rx,0,8,00,11,00,01,00,14,FF,00,
37608425,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37608430,18FF3117,true,Rx,0,8,00,00,00,00,00,00,B4,80,
37610357,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37615377,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37621042,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37622451,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37623150,18FF3521,true,Rx,0,8,00,11,00,01,00,14,FF,00,
37623844,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37627833,18FF3117,true,Rx,0,8,00,00,00,00,00,00,AE,80,
37630059,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37632951,18FF3B21,true,Rx,0,8,04,00,00,00,4B,00,00,FF,
37633505,18FFAA21,true,Rx,0,8,E9,00,15,59,FF,15,00,FF,
37634054,18FFAB21,true,Rx,0,8,E9,00,00,00,00,00,00,01,
37634616,18FFAC21,true,Rx,0,8,E9,00,00,00,00,00,00,00,
37636186,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37640930,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37642505,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37643055,18FF3521,true,Rx,0,8,00,11,00,01,00,14,FF,00,
37643612,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37647561,18FF3117,true,Rx,0,8,00,00,00,00,00,00,AE,80,
37650060,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37655633,18FEBF0B,true,Rx,0,8,00,00,7D,7D,7D,7D,7D,7D,
37660454,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
37662288,0CFE6CEE,true,Rx,0,8,38,0F,7F,C0,00,00,00,00,
37663101,18FF3521,true,Rx,0,8,00,11,00,01,00,14,FF,00,
37663648,18FF3621,true,Rx,0,8,00,04,00,00,00,00,00,00,
37668172,18FF3117,true,Rx,0,8,00,00,00,00,00,00,AE,80,
37672204,0CF00400,true,Rx,0,8,00,7D,7D,00,00,FF,F0,FF,
